Instance;Time;Solution
23;23.165979385375977;[[30, 30], [3, 3, 24, 28], [3, 4, 4, 1], [3, 5, 1, 1], [3, 6, 4, 25], [3, 7, 21, 14], [3, 8, 24, 1], [3, 9, 4, 5], [3, 10, 21, 21], [3, 11, 4, 14], [3, 13, 21, 1], [3, 14, 7, 17], [3, 16, 7, 1], [3, 19, 24, 9], [3, 25, 1, 6], [4, 3, 27, 1], [4, 4, 27, 27], [4, 6, 27, 4], [4, 8, 27, 10], [4, 9, 27, 18], [11, 30, 10, 1]]
24;2.0503501892089844;[[31, 31], [3, 3, 29, 8], [3, 4, 4, 1], [3, 5, 4, 5], [3, 6, 22, 1], [3, 7, 29, 1], [3, 8, 19, 1], [3, 9, 25, 23], [3, 10, 19, 22], [3, 11, 22, 7], [3, 12, 25, 11], [3, 13, 19, 9], [3, 14, 22, 18], [3, 22, 4, 10], [3, 31, 1, 1], [4, 3, 25, 8], [4, 7, 25, 1], [4, 8, 28, 24], [4, 13, 28, 11], [12, 31, 7, 1]]
25;300.02574157714844;None
26;300.0068588256836;None
27;120.9369125366211;[[34, 34], [3, 3, 32, 32], [3, 4, 1, 26], [3, 5, 1, 30], [3, 6, 32, 26], [3, 7, 32, 11], [3, 8, 32, 18], [3, 9, 8, 1], [3, 10, 32, 1], [3, 11, 1, 15], [3, 12, 29, 1], [3, 13, 26, 22], [3, 14, 1, 1], [3, 21, 26, 1], [3, 22, 29, 13], [3, 25, 8, 10], [3, 34, 23, 1], [4, 4, 4, 31], [4, 5, 4, 26], [4, 11, 4, 1], [4, 14, 4, 12], [12, 34, 11, 1]]
28;300.0387783050537;None
29;37.955909729003906;[[36, 36], [3, 3, 34, 19], [3, 4, 34, 15], [3, 5, 4, 1], [3, 6, 10, 11], [3, 7, 4, 6], [3, 8, 4, 13], [3, 9, 10, 17], [3, 10, 10, 1], [3, 11, 10, 26], [3, 12, 1, 1], [3, 14, 29, 1], [3, 15, 29, 22], [3, 16, 4, 21], [3, 24, 1, 13], [3, 36, 7, 1], [4, 3, 25, 1], [4, 11, 25, 4], [4, 22, 25, 15], [5, 3, 29, 19], [5, 4, 29, 15], [5, 14, 32, 1], [5, 15, 32, 22], [12, 36, 13, 1]]
30;300.0294361114502;None
31;9.603403091430664;[[38, 38], [3, 3, 41, 36], [3, 4, 34, 17], [3, 5, 38, 34], [3, 6, 41, 19], [3, 7, 34, 10], [3, 8, 41, 11], [3, 9, 34, 1], [3, 10, 41, 1], [3, 11, 41, 25], [3, 13, 38, 21], [4, 3, 34, 21], [4, 5, 30, 34], [4, 6, 30, 1], [4, 8, 37, 1], [4, 11, 30, 7], [4, 12, 37, 9], [4, 15, 34, 24], [4, 16, 30, 18], [24, 38, 6, 1]]
32;300.0360908508301;None
33;17.23703956604004;[[40, 40], [3, 3, 32, 38], [3, 4, 26, 8], [3, 5, 26, 28], [3, 6, 26, 12], [3, 7, 26, 1], [3, 8, 26, 33], [3, 9, 32, 1], [3, 10, 26, 18], [3, 12, 32, 10], [3, 16, 32, 22], [3, 40, 29, 1], [4, 4, 35, 37], [4, 14, 35, 23], [4, 22, 35, 1], [5, 3, 39, 5], [5, 4, 39, 1], [5, 8, 39, 33], [5, 12, 39, 21], [5, 13, 39, 8], [22, 40, 4, 1]]
34;300.0457820892334;None
35;300.02350997924805;None
36;53.61918830871582;[[15, 40], [7, 12, 4, 10], [7, 7, 4, 22], [1, 7, 10, 34], [1, 5, 10, 29], [2, 3, 15, 23], [2, 6, 15, 17], [2, 7, 2, 1], [2, 5, 2, 20], [1, 3, 14, 17], [1, 6, 14, 20], [6, 12, 4, 29], [6, 9, 5, 1], [2, 12, 2, 8], [2, 7, 2, 29], [3, 10, 11, 31], [1, 4, 4, 1], [1, 5, 4, 5], [3, 16, 14, 1], [3, 5, 11, 26], [2, 4, 2, 25], [2, 5, 2, 36], [3, 10, 14, 31], [3, 9, 11, 1], [3, 16, 11, 10], [3, 5, 14, 26]]
37;300.0396480560303;None
38;300.02051162719727;None
39;300.0431098937988;None
40;300.04517936706543;None
