Instance;Time;Solution
20;8.462508916854858;[[27, 27], [3, 3, 25, 21], [3, 4, 25, 24], [3, 5, 15, 11], [3, 6, 1, 22], [3, 7, 18, 1], [3, 8, 8, 1], [3, 9, 18, 19], [3, 10, 15, 1], [3, 11, 18, 8], [3, 12, 15, 16], [3, 19, 8, 9], [3, 20, 25, 1], [3, 21, 5, 1], [4, 3, 1, 5], [4, 4, 1, 1], [4, 6, 4, 22], [4, 7, 11, 21], [4, 8, 21, 20], [4, 14, 1, 8], [4, 19, 21, 1], [4, 20, 11, 1]]
21;6.562854051589966;[[28, 28], [3, 3, 15, 1], [3, 4, 26, 7], [3, 5, 8, 24], [3, 6, 26, 1], [3, 7, 1, 1], [3, 8, 26, 11], [3, 9, 15, 20], [3, 10, 26, 19], [3, 11, 23, 1], [3, 16, 15, 4], [3, 17, 23, 12], [3, 21, 1, 8], [3, 23, 8, 1], [4, 3, 4, 26], [4, 4, 4, 1], [4, 5, 11, 24], [4, 8, 4, 5], [4, 13, 4, 13], [4, 23, 11, 1], [5, 6, 18, 10], [5, 9, 18, 1], [5, 13, 18, 16]]
22;67.52540469169617;[[29, 29], [3, 3, 7, 12], [3, 4, 1, 1], [3, 5, 7, 1], [3, 6, 7, 6], [3, 7, 1, 23], [3, 8, 1, 5], [3, 9, 4, 21], [3, 10, 1, 13], [3, 11, 10, 1], [3, 15, 7, 15], [3, 18, 10, 12], [3, 20, 4, 1], [4, 3, 22, 1], [4, 4, 26, 26], [4, 5, 22, 10], [4, 6, 22, 4], [4, 7, 26, 1], [4, 9, 18, 1], [4, 15, 22, 15], [4, 18, 26, 8], [4, 20, 18, 10], [5, 4, 13, 26], [5, 8, 13, 18], [5, 17, 13, 1]]
23;6.042625188827515;[[30, 30], [3, 3, 1, 15], [3, 4, 21, 1], [3, 5, 7, 1], [3, 6, 4, 10], [3, 7, 4, 24], [3, 8, 4, 16], [3, 9, 4, 1], [3, 10, 21, 5], [3, 11, 24, 1], [3, 13, 1, 18], [3, 14, 1, 1], [3, 16, 21, 15], [3, 19, 24, 12], [3, 25, 7, 6], [4, 3, 27, 28], [4, 4, 27, 9], [4, 6, 27, 22], [4, 8, 27, 1], [4, 9, 27, 13], [11, 30, 10, 1]]
24;5.576229095458984;[[31, 31], [3, 3, 22, 1], [3, 4, 29, 1], [3, 5, 4, 27], [3, 6, 22, 4], [3, 7, 29, 25], [3, 8, 7, 11], [3, 9, 29, 5], [3, 10, 7, 1], [3, 11, 29, 14], [3, 12, 4, 15], [3, 13, 7, 19], [3, 14, 4, 1], [3, 22, 22, 10], [3, 31, 1, 1], [4, 3, 25, 9], [4, 7, 25, 25], [4, 8, 25, 1], [4, 13, 25, 12], [12, 31, 10, 1]]
25;28.083465814590454;[[32, 32], [3, 3, 20, 1], [3, 4, 17, 1], [3, 5, 14, 28], [3, 6, 7, 15], [3, 7, 26, 1], [3, 8, 4, 1], [3, 9, 1, 1], [3, 10, 23, 23], [3, 11, 20, 4], [3, 12, 7, 21], [3, 13, 17, 20], [3, 14, 7, 1], [3, 15, 17, 5], [3, 18, 20, 15], [3, 22, 23, 1], [3, 23, 1, 10], [3, 24, 4, 9], [3, 25, 26, 8], [3, 27, 14, 1], [4, 3, 29, 1], [4, 4, 10, 29], [4, 5, 29, 4], [4, 6, 29, 16], [4, 7, 29, 9], [4, 10, 10, 1], [4, 11, 29, 22], [4, 18, 10, 11]]
26;6.775495767593384;[[33, 33], [3, 3, 28, 1], [3, 4, 31, 1], [3, 5, 31, 29], [3, 6, 11, 1], [3, 7, 8, 10], [3, 8, 25, 1], [3, 9, 8, 1], [3, 10, 25, 9], [3, 13, 11, 21], [3, 14, 11, 7], [3, 15, 25, 19], [3, 17, 8, 17], [3, 24, 31, 5], [3, 30, 28, 4], [3, 33, 1, 1], [4, 3, 21, 17], [4, 4, 4, 30], [4, 6, 21, 11], [4, 10, 21, 1], [4, 12, 4, 18], [4, 14, 21, 20], [4, 17, 4, 1], [7, 33, 14, 1]]
27;5.487807989120483;[[34, 34], [3, 3, 22, 32], [3, 4, 4, 31], [3, 5, 29, 9], [3, 6, 22, 26], [3, 7, 4, 24], [3, 8, 29, 1], [3, 9, 4, 1], [3, 10, 32, 14], [3, 11, 32, 24], [3, 12, 7, 1], [3, 13, 32, 1], [3, 14, 4, 10], [3, 21, 29, 14], [3, 22, 7, 13], [3, 25, 26, 1], [3, 34, 1, 1], [4, 4, 25, 26], [4, 5, 25, 30], [4, 11, 22, 1], [4, 14, 22, 12], [12, 34, 10, 1]]
28;7.243825674057007;[[35, 35], [3, 3, 4, 1], [3, 4, 33, 27], [3, 5, 33, 31], [3, 6, 1, 30], [3, 7, 29, 1], [3, 8, 1, 10], [3, 9, 1, 1], [3, 10, 4, 4], [3, 12, 1, 18], [3, 19, 29, 8], [3, 22, 4, 14], [4, 3, 7, 33], [4, 4, 29, 32], [4, 5, 29, 27], [4, 6, 32, 1], [4, 7, 7, 26], [4, 8, 7, 1], [4, 12, 25, 1], [4, 17, 7, 9], [4, 20, 32, 7], [4, 23, 25, 13], [14, 35, 11, 1]]
29;8.851783514022827;[[36, 36], [3, 3, 34, 25], [3, 4, 28, 7], [3, 5, 10, 17], [3, 6, 28, 1], [3, 7, 31, 1], [3, 8, 31, 8], [3, 9, 34, 28], [3, 10, 31, 16], [3, 11, 31, 26], [3, 12, 28, 11], [3, 14, 28, 23], [3, 15, 10, 22], [3, 16, 10, 1], [3, 24, 34, 1], [3, 36, 25, 1], [4, 3, 6, 1], [4, 11, 6, 26], [4, 22, 6, 4], [5, 3, 1, 30], [5, 4, 1, 33], [5, 14, 1, 16], [5, 15, 1, 1], [12, 36, 13, 1]]
