Instance;Time;Solution
20;163.86152601242065;[[27, 27], [3, 3, 22, 12], [4, 3, 5, 5], [5, 3, 20, 15], [3, 6, 1, 22], [7, 3, 8, 25], [8, 3, 20, 1], [9, 3, 4, 22], [10, 3, 15, 25], [11, 3, 9, 1], [12, 3, 13, 22], [19, 3, 1, 15], [3, 20, 25, 8], [21, 3, 1, 12], [4, 3, 4, 25], [4, 4, 1, 18], [6, 4, 19, 8], [4, 7, 1, 5], [8, 4, 1, 1], [14, 4, 5, 8], [19, 4, 9, 4], [20, 4, 5, 18]]
21;308.594584941864;[[28, 29], [3, 3, 20, 6], [3, 4, 4, 9], [3, 5, 20, 9], [6, 3, 14, 11], [7, 3, 22, 27], [8, 3, 4, 4], [3, 9, 23, 9], [3, 10, 4, 13], [11, 3, 1, 1], [3, 16, 7, 7], [3, 17, 26, 1], [21, 3, 1, 27], [3, 23, 1, 4], [3, 4, 23, 5], [4, 4, 10, 10], [5, 4, 21, 1], [8, 4, 12, 6], [13, 4, 10, 19], [23, 4, 4, 23], [6, 5, 23, 18], [9, 5, 12, 1], [13, 5, 10, 14]]
22;309.6536967754364;[[29, 30], [3, 3, 27, 25], [3, 4, 26, 1], [3, 5, 10, 1], [6, 3, 4, 1], [3, 7, 27, 9], [8, 3, 18, 1], [3, 9, 27, 16], [10, 3, 3, 24], [11, 3, 19, 28], [3, 15, 24, 9], [3, 18, 17, 9], [3, 20, 5, 4], [3, 4, 1, 1], [4, 4, 1, 5], [4, 5, 13, 1], [4, 6, 20, 18], [7, 4, 20, 24], [4, 9, 20, 9], [4, 15, 1, 9], [18, 4, 1, 27], [4, 20, 13, 6], [5, 4, 25, 5], [8, 5, 17, 4], [5, 17, 8, 6]]
23;35.310994148254395;[[30, 30], [3, 3, 28, 1], [3, 4, 15, 1], [3, 5, 1, 1], [6, 3, 22, 1], [3, 7, 15, 24], [3, 8, 22, 13], [3, 9, 22, 4], [3, 10, 22, 21], [3, 11, 25, 4], [3, 13, 28, 4], [3, 14, 28, 17], [3, 16, 25, 15], [3, 19, 15, 5], [3, 25, 1, 6], [4, 3, 18, 1], [4, 4, 18, 27], [4, 6, 18, 4], [4, 8, 18, 10], [4, 9, 18, 18], [11, 30, 4, 1]]
24;12.436361074447632;[[31, 31], [3, 3, 29, 7], [4, 3, 1, 4], [5, 3, 5, 4], [6, 3, 1, 7], [7, 3, 14, 26], [8, 3, 21, 7], [9, 3, 23, 1], [10, 3, 22, 4], [11, 3, 21, 26], [12, 3, 10, 4], [13, 3, 1, 22], [14, 3, 7, 7], [22, 3, 1, 1], [31, 3, 1, 29], [3, 4, 29, 22], [7, 4, 22, 22], [8, 4, 14, 22], [13, 4, 1, 25], [31, 12, 1, 10]]
25;333.2435760498047;[[32, 33], [3, 3, 27, 1], [3, 4, 1, 1], [5, 3, 1, 31], [3, 6, 10, 1], [3, 7, 7, 14], [3, 8, 30, 1], [3, 9, 4, 1], [10, 3, 8, 25], [3, 11, 20, 2], [3, 12, 4, 10], [3, 13, 7, 1], [3, 14, 10, 7], [15, 3, 5, 28], [3, 18, 24, 11], [3, 22, 30, 9], [23, 3, 6, 31], [3, 24, 13, 1], [3, 25, 1, 5], [3, 27, 27, 4], [4, 3, 29, 31], [4, 4, 16, 21], [5, 4, 8, 21], [4, 6, 4, 22], [4, 7, 16, 1], [4, 10, 23, 1], [4, 11, 16, 10], [4, 18, 20, 13]]
26;33.78611469268799;[[33, 33], [3, 3, 23, 4], [4, 3, 20, 20], [5, 3, 18, 4], [6, 3, 1, 1], [7, 3, 24, 20], [8, 3, 26, 4], [9, 3, 1, 17], [3, 10, 31, 20], [13, 3, 21, 1], [14, 3, 7, 1], [15, 3, 5, 20], [17, 3, 1, 4], [24, 3, 10, 17], [30, 3, 1, 27], [33, 3, 1, 7], [4, 3, 1, 20], [4, 4, 15, 23], [6, 4, 18, 30], [10, 4, 24, 30], [12, 4, 19, 23], [14, 4, 1, 23], [17, 4, 1, 30], [33, 7, 1, 10]]
27;46.21452736854553;[[34, 34], [3, 3, 1, 17], [4, 3, 1, 10], [5, 3, 5, 10], [6, 3, 18, 4], [7, 3, 11, 4], [8, 3, 1, 1], [9, 3, 4, 17], [10, 3, 1, 4], [11, 3, 24, 4], [12, 3, 23, 1], [13, 3, 1, 20], [14, 3, 9, 1], [21, 3, 14, 20], [22, 3, 13, 17], [25, 3, 10, 10], [34, 3, 1, 7], [4, 4, 1, 13], [5, 4, 5, 13], [11, 4, 10, 13], [14, 4, 21, 13], [34, 12, 1, 23]]
28;70.71558141708374;[[35, 35], [3, 3, 12, 1], [3, 4, 12, 4], [3, 5, 5, 1], [3, 6, 8, 27], [7, 3, 8, 33], [3, 8, 5, 6], [3, 9, 29, 13], [3, 10, 29, 22], [3, 12, 29, 1], [3, 19, 12, 8], [3, 22, 5, 14], [4, 3, 1, 1], [4, 4, 8, 6], [4, 5, 8, 1], [4, 6, 11, 27], [7, 4, 29, 32], [4, 8, 32, 1], [4, 12, 1, 24], [4, 17, 8, 10], [4, 20, 1, 4], [4, 23, 32, 9], [14, 35, 15, 1]]
29;76.59060287475586;[[36, 36], [3, 3, 31, 23], [3, 4, 13, 1], [3, 5, 34, 25], [3, 6, 31, 17], [3, 7, 34, 30], [3, 8, 13, 29], [3, 9, 16, 28], [3, 10, 34, 1], [3, 11, 31, 26], [3, 12, 16, 1], [3, 14, 34, 11], [3, 15, 16, 13], [3, 16, 31, 1], [3, 24, 13, 5], [3, 36, 10, 1], [4, 3, 1, 23], [4, 11, 1, 26], [4, 22, 6, 1], [5, 3, 1, 20], [5, 4, 1, 16], [5, 14, 5, 23], [5, 15, 1, 1], [12, 36, 19, 1]]
